issue_id,type,created_date,created_date_zoned,updated_date,updated_date_zoned,resolved_date,resolved_date_zoned,summary,description,priority,status,resolution,assignee,assignee_username,reporter,reporter_username
MRM-1522,Task,2011-09-22T07:05:35.633Z,2011-09-22T07:05:35.633Z,2011-09-22T23:33:11.456Z,2011-09-22T23:33:11.456Z,,,Archiva on windows 2008 server,"unable downloading from some remote repositories
Ex:  http://localhost:8080/archiva/repository/internal/junit/junit/3.8.1/junit-3.8.1.jar
 and getting below error
------------
Transfer error from repository ""central"" for artifact junit:junit:3.8.1::pom, 
continuing to next repository. Error message: Download failure on resource [http://repo1.maven.org/maven2/junit/junit/3.8.1/junit-3.8.1.pom]:
Error transferring file: Server returned HTTP response code: 502 for URL: http://repo1.maven.org/maven2/junit/junit/3.8.1/junit-3.8.1.pom 
(cause: java.io.IOException: Server returned HTTP response code: 502 for URL: http://repo1.maven.org/maven2/junit/junit/3.8.1/junit-3.8.1.pom)
2011-09-22 13:47:27,480 [btpool0-2] ERROR org.apache.maven.archiva.webdav.ArchivaDavResourceFactory  - 
Failures occurred downloading from some remote repositories:	central: Download failure on resource [http://repo1.maven.org/maven2/junit/junit/3.8.1/junit-3.8.1.pom]:
Error transferring file: Server returned HTTP response code: 502 for URL: http://repo1.maven.org/maven2/junit/junit/3.8.1/junit-3.8.1.pom (cause: java.io.IOException: Server returned HTTP response code: 502 for URL: http://repo1.maven.org/maven2/junit/junit/3.8.1/junit-3.8.1.pom)
org.apache.maven.archiva.policies.ProxyDownloadException: Failures occurred downloading from some remote repositories:
	central: Download failure on resource [http://repo1.maven.org/maven2/junit/junit/3.8.1/junit-3.8.1.pom]:Error transferring file: Server returned HTTP response code: 502 for URL: http://repo1.maven.org/maven2/junit/junit/3.8.1/junit-3.8.1.pom (cause: java.io.IOException: Server returned HTTP response code: 502 for URL: http://repo1.maven.org/maven2/junit/junit/3.8.1/junit-3.8.1.pom)
	at org.apache.maven.archiva.proxy.DefaultRepositoryProxyConnectors.fetchFromProxies(DefaultRepositoryProxyConnectors.java:195)
	at org.apache.maven.archiva.webdav.ArchivaDavResourceFactory.applyServerSideRelocation(ArchivaDavResourceFactory.java:670)
	at org.apache.maven.archiva.webdav.ArchivaDavResourceFactory.fetchContentFromProxies(ArchivaDavResourceFactory.java:621)
	at org.apache.maven.archiva.webdav.ArchivaDavResourceFactory.processRepository(ArchivaDavResourceFactory.java:456)
	at org.apache.maven.archiva.webdav.ArchivaDavResourceFactory.createResource(ArchivaDavResourceFactory.java:246)
	at org.apache.maven.archiva.webdav.RepositoryServlet.service(RepositoryServlet.java:117)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:820)
	at org.mortbay.jetty.servlet.ServletHolder.handle(ServletHolder.java:502)
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1157)
	at org.apache.struts2.dispatcher.FilterDispatcher.doFilter(FilterDispatcher.java:416)
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1148)
	at com.opensymphony.module.sitemesh.filter.PageFilter.doFilter(PageFilter.java:39)
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1148)
	at org.apache.struts2.dispatcher.ActionContextCleanUp.doFilter(ActionContextCleanUp.java:99)
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1148)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:96)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:76)
	at org.mortbay.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1148)
	at org.mortbay.jetty.servlet.ServletHandler.handle(ServletHandler.java:387)
	at org.mortbay.jetty.security.SecurityHandler.handle(SecurityHandler.java:216)
	at org.mortbay.jetty.servlet.SessionHandler.handle(SessionHandler.java:181)
	at org.mortbay.jetty.handler.ContextHandler.handle(ContextHandler.java:765)
	at org.mortbay.jetty.webapp.WebAppContext.handle(WebAppContext.java:417)
	at org.mortbay.jetty.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:230)
	at org.mortbay.jetty.handler.HandlerCollection.handle(HandlerCollection.java:114)
	at org.mortbay.jetty.handler.HandlerWrapper.handle(HandlerWrapper.java:152)
	at org.mortbay.jetty.Server.handle(Server.java:326)
	at org.mortbay.jetty.HttpConnection.handleRequest(HttpConnection.java:534)
	at org.mortbay.jetty.HttpConnection$RequestHandler.headerComplete(HttpConnection.java:864)
	at org.mortbay.jetty.HttpParser.parseNext(HttpParser.java:539)
	at org.mortbay.jetty.HttpParser.parseAvailable(HttpParser.java:212)
	at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:404)
	at org.mortbay.io.nio.SelectChannelEndPoint.run(SelectChannelEndPoint.java:409)
	at org.mortbay.thread.BoundedThreadPool$PoolThread.run(BoundedThreadPool.java:451)
------------------",Major,Open,,,,chandrasekaran,chandrasekaran.g
MRM-1549,Improvement,2011-11-07T02:10:42.24Z,2011-11-07T02:10:42.24Z,2011-11-07T02:30:46.232Z,2011-11-07T02:30:46.232Z,2011-11-07T02:30:46.182Z,2011-11-07T02:30:46.182Z,add some initial memory setup in wrapper.conf,"the current generated wrapper.conf doesn't have initial memory settings.
mx and ms to 512m",Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1540,Improvement,2011-10-21T06:20:43.206Z,2011-10-21T06:20:43.206Z,2012-10-13T16:30:38.926Z,2012-10-13T16:30:38.926Z,2012-10-13T16:30:38.833Z,2012-10-13T16:30:38.833Z,Make version number in delete artifact accept a regexp,"In the web interface you have the possibility to delete an artifact by entering 'Group Id', 'Artifact Id', 'Version' and 'Repository Id'.
In several occasions I have had the need to delete several versions of an artifact due to continuous building.

It would have been easier to accept a regexp for the version number to delete several versions.
Also if several version is to bee deleted, a list of versions found and an approval to perform the delete should come up. 	
",Minor,Closed,Won't Fix,Olivier Lamy (*$^¨%`£),olamy,Per Arnold Blaasmo,pablaasmo
MRM-1567,Bug,2011-12-20T07:26:45.893Z,2011-12-20T07:26:45.893Z,2012-03-11T18:58:18.837Z,2012-03-11T18:58:18.837Z,2012-03-11T18:58:18.622Z,2012-03-11T18:58:18.622Z,Artifact data incomplete,"Hi folks,

I have a strange error (using the 1.4-M1 or 1.4-M2 ) when browsing an artifact using a parent with snapshot version.

Artifact metadata is incomplete: Error in resolving artifact's parent POM file.
/complex/path/parent-1.1-SNAPSHOT.pom (No such file or directory)

This folder exists but contains only timestamped pom and the metadata. The metadata show a valid build number.

Is it fine to have snapshot parent ? should I use a non-snapshot one?

I try to post first to users archiva mailing list before registration (sorry).

Best regards
Eric
",Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Eric Barboni,skygolanur
MRM-1528,Improvement,2011-09-30T21:09:57.005Z,2011-09-30T21:09:57.005Z,2011-09-30T21:10:45.717Z,2011-09-30T21:10:45.717Z,,,Provide DEB installation packages,"Please provide RPM and DEB installation packages. This would increase installation rates, and make it generally easier for our users to deploy.",Major,Open,,,,jieryn,jieryn
MRM-1517,Bug,2011-09-14T10:46:41.891Z,2011-09-14T10:46:41.891Z,2011-09-15T21:00:13.743Z,2011-09-15T21:00:13.743Z,2011-09-15T21:00:13.692Z,2011-09-15T21:00:13.692Z,Longer descriptions of artefacts overlap the Downloads box,Multiline descriptions inside an artifact pom.xml are displayed in the browser at the same height as the Downloads box. The lines are wrapped in the middle of the Downloads box. This makes it very hard to read and to click on the download links inside the Downloads box.,Minor,Closed,Fixed,Brett Porter,brettporter,Stefan Roeper,sroeper
MRM-1560,New Feature,2011-11-17T03:30:18.496Z,2011-11-17T03:30:18.496Z,2011-11-17T16:51:55.139Z,2011-11-17T16:51:55.139Z,2011-11-17T16:51:55.117Z,2011-11-17T16:51:55.117Z,Add the possibility to schedule retrieve remote indexes when application startup,"When Starting Archiva, it would be nice to retreive all remote indexes that are checked to be used for remote repository before activating the automatic retreive actions.
Idealy a parameter would be nice to all download on startup.",Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Sébastien Gandon,sgandon
MRM-1597,Task,2012-01-30T05:24:43.574Z,2012-01-30T05:24:43.574Z,2012-01-30T05:25:51.031Z,2012-01-30T05:25:51.031Z,2012-01-30T05:25:50.816Z,2012-01-30T05:25:50.816Z,Upgrade to commons-io 2.1,,Major,Closed,Fixed,Jean-Baptiste Onofré,jbonofre,Jean-Baptiste Onofré,jbonofre
MRM-1572,Sub-task,2012-01-05T16:30:51.6Z,2012-01-05T16:30:51.6Z,2012-09-06T07:38:06.705Z,2012-09-06T07:38:06.705Z,2012-03-16T11:14:58.808Z,2012-03-16T11:14:58.808Z,rewrite search page,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1508,Sub-task,2011-08-30T12:26:54.233Z,2011-08-30T12:26:54.233Z,2011-09-09T04:17:55.478Z,2011-09-09T04:17:55.478Z,2011-09-06T16:29:34.703Z,2011-09-06T16:29:34.703Z,api to configure RepositoryGroups,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1571,Sub-task,2012-01-05T16:29:01.097Z,2012-01-05T16:29:01.097Z,2012-09-06T07:38:07.29Z,2012-09-06T07:38:07.29Z,2012-01-12T08:57:40.953Z,2012-01-12T08:57:40.953Z,rewrite role management page,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1568,Bug,2012-01-05T12:09:48.233Z,2012-01-05T12:09:48.233Z,2012-03-11T18:58:31.826Z,2012-03-11T18:58:31.826Z,2012-03-11T18:58:31.776Z,2012-03-11T18:58:31.776Z,"Artifact metadata is incomplete, opposite case to MRM-1567","I am experiencing the opposite situation compare to MRM-1567:

2 repos:
release_repo
sansphot_repo

while browsing the SNAPSHOT version of the artifact that is uploaded to the sanpshot_repo where its parent pom is a release version that located at the release_repo

I got the following error on the GUI

Artifact metadata is incomplete: Error in resolving artifact's parent POM file. /apps/maven2/snapshot_repo/org/kp/wpp/utils/parentpom/2.5.3/parentpom-2.5.3.pom (No such file or directory)",Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,apache maillist,apache.maillist
MRM-1507,Sub-task,2011-08-30T12:25:18.679Z,2011-08-30T12:25:18.679Z,2011-09-09T04:17:32.282Z,2011-09-09T04:17:32.282Z,2011-09-07T16:55:10.316Z,2011-09-07T16:55:10.316Z,api to configure ProxyConnector,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1587,Sub-task,2012-01-12T10:00:50.937Z,2012-01-12T10:00:50.937Z,2012-09-06T07:33:06.963Z,2012-09-06T07:33:06.963Z,2012-09-06T07:33:05.456Z,2012-09-06T07:33:05.456Z,rewrite delete artifact page,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1521,Wish,2011-09-19T02:37:21.989Z,2011-09-19T02:37:21.989Z,2014-08-07T23:40:39.361Z,2014-08-07T23:40:39.361Z,,,I would like to customize the images and the date of the 19Sep feature of the application...,"Special thanks to B.P. The quest of the revision: 1043948 makes me happy on this rainy monday.

",Trivial,Open,,,,leahpar,leahpar
MRM-1509,Sub-task,2011-08-30T12:27:57.43Z,2011-08-30T12:27:57.43Z,2016-03-15T05:55:23.322Z,2016-03-15T05:55:23.322Z,2011-09-15T09:01:21.642Z,2011-09-15T09:01:21.642Z,change xmlrpc to use new repository administration management api,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1551,Improvement,2011-11-07T10:34:02.288Z,2011-11-07T10:34:02.288Z,2011-11-09T10:22:54.315Z,2011-11-09T10:22:54.315Z,2011-11-09T10:22:54.269Z,2011-11-09T10:22:54.269Z,add rest method to delete artifact.,a rest call to delete an artifact in a repository.,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1512,Sub-task,2011-09-08T04:41:40.755Z,2011-09-08T04:41:40.755Z,2011-09-09T04:16:55.906Z,2011-09-09T04:16:55.906Z,2011-09-09T04:16:55.874Z,2011-09-09T04:16:55.874Z,api to configure RepositoryScanningConfiguration,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1575,Sub-task,2012-01-12T09:55:25.353Z,2012-01-12T09:55:25.353Z,2012-09-06T07:38:07.23Z,2012-09-06T07:38:07.23Z,2012-02-14T17:34:54.614Z,2012-02-14T17:34:54.614Z,rewrite repositories group page,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1580,Sub-task,2012-01-12T09:57:38.823Z,2012-01-12T09:57:38.823Z,2012-09-06T07:38:06.777Z,2012-09-06T07:38:06.777Z,2012-03-12T17:24:55.234Z,2012-03-12T17:24:55.234Z,rewrite system status page,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1503,Improvement,2011-08-23T07:47:29.384Z,2011-08-23T07:47:29.384Z,2011-08-25T01:50:02.612Z,2011-08-25T01:50:02.612Z,2011-08-23T15:45:29.432Z,2011-08-23T15:45:29.432Z,use wagon-http instead of wagon-http-lightweight (as it change proxy network system properties),"wagon-http-lightweight modify System properties regarding using proxy. 
So it causes thread concurrency issue when parallel request using proxy connector without proxy.",Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1585,Sub-task,2012-01-12T10:00:12.014Z,2012-01-12T10:00:12.014Z,2012-09-06T07:38:08.246Z,2012-09-06T07:38:08.246Z,2012-03-20T10:58:08.195Z,2012-03-20T10:58:08.195Z,rewrite appareance page,,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1565,Bug,2011-12-15T04:19:00.53Z,2011-12-15T04:19:00.53Z,2012-03-29T14:45:45.721Z,2012-03-29T14:45:45.721Z,2012-03-29T14:45:45.354Z,2012-03-29T14:45:45.354Z,Error 500 when uploading an artifact in web interface,"Unable to upload an artifact in windows. Getting

Error in web

HTTP ERROR 500

Problem accessing /archiva/upload!doUpload.action. Reason:

    String index out of range: -1
Caused by:

java.lang.StringIndexOutOfBoundsException: String index out of range: -1
	at java.lang.String.substring(Unknown Source)
	at org.apache.archiva.web.action.UploadAction.doUpload(UploadAction.java:311)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at com.opensymphony.xwork2.DefaultActionInvocation.invokeAction(DefaultActionInvocation.java:452)
	at com.opensymphony.xwork2.DefaultActionInvocation.invokeActionOnly(DefaultActionInvocation.java:291)

Error in UT..


Tests in error:
  downloadWithRemoteRedirect(org.apache.archiva.DownloadArtifactsTest): File: http://localhost:4667//repository/internal/junit/junit/4.9/junit-4.9.jar, ReasonPhrase:Not a
 valid request path layout, too short..
  testArtifactUploadWithPomSuccessful(org.apache.archiva.web.action.UploadActionTest): String index out of range: -1
  testArtifactUploadWithClassifier(org.apache.archiva.web.action.UploadActionTest): String index out of range: -1
  testArtifactUploadGeneratePomSuccessful(org.apache.archiva.web.action.UploadActionTest): String index out of range: -1
  testArtifactUploadNoPomSuccessful(org.apache.archiva.web.action.UploadActionTest): String index out of range: -1
  testArtifactUploadSnapshots(org.apache.archiva.web.action.UploadActionTest): String index out of range: -1
  testChecksumIsCorrectWhenArtifactIsReUploaded(org.apache.archiva.web.action.UploadActionTest): String index out of range: -1
  testUploadArtifactAlreadyExistingRedeploymentsBlocked(org.apache.archiva.web.action.UploadActionTest): String index out of range: -1
  testUploadArtifactAlreadyExistingRedeploymentsAllowed(org.apache.archiva.web.action.UploadActionTest): String index out of range: -1

Tests run: 201, Failures: 1, Errors: 9, Skipped: 0",Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Gwen Harold Autencio,gautencio
MRM-1596,Task,2012-01-30T03:59:05.035Z,2012-01-30T03:59:05.035Z,2012-01-30T04:29:47.688Z,2012-01-30T04:29:47.688Z,2012-01-30T04:29:47.453Z,2012-01-30T04:29:47.453Z,Upgrade to commons-collections 3.2.1,,Major,Closed,Fixed,Jean-Baptiste Onofré,jbonofre,Jean-Baptiste Onofré,jbonofre
MRM-1515,Task,2011-09-12T09:51:20.355Z,2011-09-12T09:51:20.355Z,2012-09-24T16:23:58.394Z,2012-09-24T16:23:58.394Z,2012-09-24T16:23:58.304Z,2012-09-24T16:23:58.304Z,see how to reduce dependencies number,cleanup started for M1. To finish for final 1.4 release.,Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1534,Improvement,2011-10-18T10:11:14.054Z,2011-10-18T10:11:14.054Z,2011-10-27T15:12:33.927Z,2011-10-27T15:12:33.927Z,2011-10-27T15:12:33.854Z,2011-10-27T15:12:33.854Z,deprecated configuration warning for default install,"Default 1.4-M1 package, no customization, bin/archiva wrapper yields:
 
jvm 1    | 2011-10-18 10:43:04.995::WARN:  Deprecated configuration used for ./apps
",Trivial,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,jieryn,jieryn
MRM-1530,New Feature,2011-10-07T08:24:31.412Z,2011-10-07T08:24:31.412Z,2011-10-07T08:53:35.043Z,2011-10-07T08:53:35.043Z,,,Clustering of Archiva instances,"We must think about a way to clustering Archiva instances:
* artifacts replication between nodes for managed repos
* jcr repository distribution
* maybe etc... :-)",Major,Open,,,,Olivier Lamy (*$^¨%`£),olamy
MRM-1550,Improvement,2011-11-07T04:14:51.61Z,2011-11-07T04:14:51.61Z,2012-12-18T10:18:34.369Z,2012-12-18T10:18:34.369Z,2012-12-18T10:18:31.039Z,2012-12-18T10:18:31.039Z,scanner failed with trying to scan maven indexes,"Logs 
{code}
valid artifact path in a Maven 2 repository, not enough directories: .indexer\nexus-maven-repository-index.zip
java.lang.IllegalArgumentException: Not a valid artifact path in a Maven 2 repository, not enough directories: .indexer\nexus-maven-repository-index.zip
	at org.apache.archiva.metadata.repository.storage.maven2.Maven2RepositoryPathTranslator.getArtifactForPath(Maven2RepositoryPathTranslator.java:162)
	at org.apache.archiva.metadata.repository.storage.maven2.Maven2RepositoryStorage.readArtifactMetadataFromPath(Maven2RepositoryStorage.java:534)
	at org.apache.archiva.consumers.metadata.ArchivaMetadataCreationConsumer.processFile(ArchivaMetadataCreationConsumer.java:154)
	at org.apache.archiva.consumers.metadata.ArchivaMetadataCreationConsumer.processFile(ArchivaMetadataCreationConsumer.java:217)
	at org.apache.archiva.repository.scanner.functors.ConsumerProcessFileClosure.execute(ConsumerProcessFileClosure.java:60)
	at org.apache.commons.collections.functors.IfClosure.execute(IfClosure.java:117)
	at org.apache.commons.collections.CollectionUtils.forAllDo(CollectionUtils.java:388)
	at org.apache.archiva.repository.scanner.RepositoryScannerInstance.directoryWalkStep(RepositoryScannerInstance.java:160)
	at org.codehaus.plexus.util.DirectoryWalker.fireStep(DirectoryWalker.java:174)
	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:392)
	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:386)
	at org.codehaus.plexus.util.DirectoryWalker.scan(DirectoryWalker.java:345)
	at org.apache.archiva.repository.scanner.DefaultRepositoryScanner.scan(DefaultRepositoryScanner.java:136)
	at org.apache.archiva.repository.scanner.DefaultRepositoryScanner.scan(DefaultRepositoryScanner.java:71)
	at org.apache.archiva.scheduler.repository.ArchivaRepositoryScanningTaskExecutor.executeTask(ArchivaRepositoryScanningTaskExecutor.java:163)
	at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable$1.run(ThreadedTaskQueueExecutor.java:124)
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:441)
	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303)
	at java.util.concurrent.FutureTask.run(FutureTask.java:138)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:662)
{code}",Major,Closed,Fixed,Olivier Lamy (*$^¨%`£),olamy,Olivier Lamy (*$^¨%`£),olamy
MRM-1556,Bug,2011-11-08T17:17:31.339Z,2011-11-08T17:17:31.339Z,2013-11-24T23:18:01.775Z,2013-11-24T23:18:01.775Z,,,validation doesn't work for Windows users on path of add managed repository page,"Windows paths typically have ':' in them for the drive letter, but this is no longer accepted as valid in the location field of the repository.

This applies to other settings such as "" "" as well, we should only exclude those that are a problem for XSS.",Major,Open,,,,Brett Porter,brettporter
